sample_id,rgb_timestamp_s,depth_timestamp_s,depth_age_s,rgb_path,depth_path,x,y,z,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,pan_comp_delta_rad,pan_comp_source,depth_min_m,depth_mean_m,depth_max_m
000001,15.544000,15.512000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000001.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000001.npy,0.031551606953144073,0.010943295434117317,-0.010753631591796875,0.0076923067705113235,-0.045243579898876986,2.073030471801758,0.0014460753882303834,0.0018273923778906465,0.00040786893805488944,-0.43055790662765503,-0.050805456936359406,-9.785789489746094,-1.839510489599761e-05,attitude+gyro,0.25786182284355164,14.08394718170166,2559.97900390625
000002,15.908000,15.876000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000002.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000002.npy,0.02963585965335369,0.008900369517505169,-0.009624481201171875,0.007621025648076158,-0.04534085758157877,2.0731263160705566,-0.0007462386274710298,-0.0007479331106878817,0.00012480081932153553,-0.4379735589027405,-0.05073609575629234,-9.782503128051758,-4.336271420445336e-05,attitude+gyro,0.25786182284355164,14.08394718170166,2559.97900390625
000003,16.404000,16.372000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000003.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000003.npy,0.031009772792458534,0.0017982331337407231,-0.00534820556640625,0.0074754788273391016,-0.045209689806331034,2.0734646320343018,-0.0005685539799742401,7.541727245552465e-05,0.0001856785238487646,-0.43424493074417114,-0.05330212786793709,-9.802776336669922,1.48117004428059e-06,attitude+gyro,0.25780820846557617,14.082168579101562,2569.953369140625
000004,16.864000,16.832000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000004.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000004.npy,0.03569876402616501,2.306369242432993e-05,-0.00112152099609375,0.007151690857533287,-0.045286968093927175,2.073910713195801,0.001523020095191896,-0.00035849004052579403,-0.0005732755525968969,-0.44029122591018677,-0.05220140144228935,-9.796587944030762,-0.00018821484507166336,attitude+gyro,0.2578462064266205,14.08257007598877,2559.9794921875
000005,17.460000,17.428000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000005.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000005.npy,0.04214022308588028,0.009550316259264946,0.00485992431640625,0.006806398302901989,-0.04567547804548979,2.0743701457977295,-0.00022596711642108858,0.0005989400669932365,0.0003485815832391381,-0.43062669038772583,-0.05870147794485092,-9.790671348571777,-0.00011372373179885221,attitude+gyro,0.1000015139579773,13.548775672912598,2559.97900390625
000006,17.756000,17.692000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000006.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000006.npy,0.044354312121868134,0.016761085018515587,0.008548736572265625,0.0067907744456420505,-0.04588195250934394,2.074476718902588,0.000446026970166713,-0.0006570889381691813,0.0005159568390809,-0.4410213828086853,-0.05217645689845085,-9.792378425598145,-7.59538032307761e-05,attitude+gyro,0.25786131620407104,13.890851974487305,2559.97900390625
000007,18.712000,18.648000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000007.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000007.npy,0.06088945269584656,0.02224896103143692,0.005603790283203125,0.006676914604843126,-0.04590735966524508,2.074565887451172,0.000401587865781039,0.0006291742902249098,-0.0010837882291525602,-0.4271585941314697,-0.05725502595305443,-9.793939590454102,-9.474935135312201e-06,attitude+gyro,0.1000010222196579,13.467708587646484,2569.953369140625
000008,19.240000,19.176000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000008.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000008.npy,0.056873686611652374,0.04579407349228859,-0.000385284423828125,0.0065284300630803925,-0.046596593744948164,2.0753841400146484,-0.00025684761931188405,-8.499612158630043e-05,5.040103133069351e-05,-0.4354507327079773,-0.04921410232782364,-9.796266555786133,-6.906710797658544e-05,attitude+gyro,0.1097537949681282,13.788670539855957,2559.9794921875
000009,19.504000,19.440000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000009.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000009.npy,0.0574919655919075,0.053742457181215286,-0.001163482666015625,0.006488586395349353,-0.04671824883221917,2.0754613876342773,0.00048189706285484135,0.0006000085268169641,0.0002547254553064704,-0.4384996294975281,-0.05251690000295639,-9.79944896697998,-6.350529947667623e-07,attitude+gyro,0.1059396043419838,13.765151977539062,2559.979248046875
000010,19.768000,19.704000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000010.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000010.npy,0.05384789779782295,0.06861180067062378,-0.004467010498046875,0.006543110329457121,-0.07143726266834007,2.0752406120300293,-0.0010260461131110787,-0.35738468170166016,-0.00044687686022371054,-0.0883350744843483,-0.6851634383201599,-10.586308479309082,0.00010479533585521268,attitude+gyro,0.10000171512365341,20.482906341552734,543.0548095703125
000011,20.560000,20.528000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000011.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000011.npy,-0.2888290584087372,0.9766376614570618,-0.15250396728515625,0.07934731190645322,-0.2651377061127454,2.3596043586730957,0.4229482412338257,0.28065305948257446,0.3272626996040344,0.0495755560696125,-0.4884217083454132,-11.0329008102417,-0.20943951023931956,attitude+gyro,0.10001838207244873,18.86519432067871,2489.414794921875
000012,21.088000,21.024000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000012.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000012.npy,-0.8945996761322021,2.5683209896087646,-0.5503883361816406,0.18595484716644453,-0.1628334262286501,2.348536491394043,0.07001136988401413,0.16263628005981445,0.2654866576194763,-0.15064388513565063,-0.49161556363105774,-9.629562377929688,-0.025088026209506682,attitude+gyro,0.10350075364112854,24.371662139892578,2253.0166015625
000013,22.144000,22.112000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000013.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000013.npy,-3.9544854164123535,5.585762977600098,-1.0948715209960938,0.14136663825506854,-0.33241381671921755,2.438023090362549,-0.8044893145561218,-0.16731929779052734,-0.036059994250535965,-0.3871801793575287,-0.6484076976776123,-9.775638580322266,0.008967909623087609,attitude+gyro,0.10314663499593735,20.930591583251953,2439.78271484375
000014,22.840000,22.804000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000014.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000014.npy,-7.054346561431885,8.47445011138916,-1.2880020141601562,-0.21507850275933188,-0.17426258635044106,2.345585346221924,1.1028305292129517,0.2651154100894928,0.08106295019388199,-0.556231677532196,-0.6353158354759216,-9.894198417663574,0.005415897547143213,attitude+gyro,0.15299080312252045,23.626787185668945,2914.44873046875
000015,23.896000,23.860000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/rgb/000015.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_002919/depth_m/000015.npy,-12.038237571716309,13.979917526245117,-1.5795440673828125,0.49569411717965106,-0.1308769316568514,2.507312297821045,-0.42435333132743835,0.3402470052242279,-0.021019347012043,-0.748056173324585,-0.5662452578544617,-9.56358528137207,-0.03612800616635437,attitude+gyro,0.10757825523614883,21.76600456237793,2926.58203125
