sample_id,rgb_timestamp_s,depth_timestamp_s,depth_age_s,rgb_path,depth_path,x,y,z,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,pan_comp_delta_rad,pan_comp_source,depth_min_m,depth_mean_m,depth_max_m
000001,16.732000,16.700000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000001.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000001.npy,-0.02741418592631817,0.03397189825773239,0.024196624755859375,0.007117800664258175,-0.04638332140999212,2.0778136253356934,0.0012734585907310247,0.0007935069734230638,1.9574879843275994e-05,-0.4398859143257141,-0.05179011449217796,-9.791306495666504,-7.384855125140963e-05,attitude+gyro,0.2578395903110504,14.08250617980957,2559.97900390625
000002,18.648000,18.580000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000002.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000002.npy,0.004890906624495983,0.021542416885495186,-0.01000213623046875,0.006381448829280227,-0.04560437389313217,2.0779974460601807,-0.00024661238421685994,3.9848779124440625e-05,0.00040204726974479854,-0.4394195079803467,-0.04879413917660713,-9.789158821105957,-2.796374501644915e-05,attitude+gyro,0.2578335106372833,14.081928253173828,2559.9794921875
000003,19.900000,19.868000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000003.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000003.npy,0.003428106661885977,0.023512504994869232,-0.01262664794921875,0.0068855457769033245,-0.045895142746421765,2.077554702758789,0.0009366230806335807,0.00035709558869712055,0.0002913183707278222,-0.44080954790115356,-0.05357702448964119,-9.788795471191406,1.841671692538677e-05,attitude+gyro,0.10000114142894745,13.447678565979004,2559.97900390625
000004,20.232000,20.164000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000004.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000004.npy,0.0008916334481909871,0.0222331415861845,-0.012432098388671875,0.006909124625297569,-0.04587556063595194,2.0774412155151367,0.0006536366418004036,8.727663225727156e-05,0.001114305225200951,-0.42404890060424805,-0.047718536108732224,-9.789389610290527,-5.241074366495017e-06,attitude+gyro,0.2578631341457367,14.086569786071777,2530.580810546875
000005,20.728000,20.692000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000005.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000005.npy,0.0038066692650318146,0.01571868360042572,-0.005214691162109375,0.0071600753526901515,-0.045694060555435845,2.077247142791748,-0.0008260438335128129,0.0006140279001556337,0.0005579147837124765,-0.43053531646728516,-0.05828969553112984,-9.784454345703125,6.933146422223929e-06,attitude+gyro,0.10000161826610565,13.713865280151367,2569.953125
000006,21.948000,21.916000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000006.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000006.npy,-0.09223620593547821,0.18836192786693573,-0.024356842041015625,0.0028594494382945938,-0.3426481141492081,2.240015745162964,0.3329070210456848,-0.06509193778038025,0.9418965578079224,0.3338671922683716,-0.37812530994415283,-11.057186126708984,-0.006283620452880865,attitude+gyro,0.1772565394639969,17.501205444335938,1447.601806640625
000007,22.508000,22.476000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000007.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000007.npy,-0.4205266833305359,1.503265380859375,-0.2568855285644531,0.026881706307948835,-0.27173437668053,2.2569377422332764,0.47780007123947144,0.1754583865404129,0.42050132155418396,-0.03575627878308296,-0.43285977840423584,-10.352174758911133,0.006723434383283974,attitude+gyro,0.16618157923221588,20.993541717529297,2564.0517578125
000008,23.896000,23.860000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000008.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000008.npy,-3.0323503017425537,6.543703556060791,-1.0383796691894531,0.18327691753364606,-0.3025354959024751,2.48083758354187,-0.7539961338043213,-0.4146123230457306,-0.08608081936836243,-0.40498924255371094,-0.5216400027275085,-9.823710441589355,0.001393945622444154,attitude+gyro,0.15295986831188202,22.733713150024414,2712.05322265625
000009,24.292000,24.256000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000009.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000009.npy,-4.677916526794434,7.992502212524414,-1.1504592895507812,-0.12636428502028005,-0.25431090784253113,2.446936845779419,0.041498832404613495,0.3703862726688385,-0.016803164035081863,-0.4995725452899933,-0.6340603828430176,-9.715367317199707,0.006562155685206983,attitude+gyro,0.1951957643032074,22.798295974731445,2813.947265625
000010,24.952000,24.884000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000010.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000010.npy,-7.51179838180542,11.269165992736816,-1.2854804992675781,0.25937730791204994,-0.20288536306610605,2.4508116245269775,1.0128880739212036,-0.1204921081662178,0.11649956554174423,-0.6741743087768555,-0.591143786907196,-10.839893341064453,-0.00509372734843761,attitude+gyro,1.276938557624817,23.143413543701172,2928.73828125
000011,26.800000,26.764000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000011.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000011.npy,-20.14044189453125,18.468090057373047,-1.5322990417480469,-0.47143222162935644,-0.12023183768701556,2.3074278831481934,0.1536731868982315,0.2247295379638672,-0.3189542591571808,-0.6550009250640869,-0.7445856928825378,-10.624341011047363,0.03920175459297268,attitude+gyro,0.10000216215848923,12.263195037841797,2565.02490234375
000012,28.812000,28.744000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000012.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000012.npy,-27.51271629333496,31.28201675415039,-1.7064285278320312,0.44512009250029627,-0.2237947740374043,2.1239545345306396,0.643578052520752,0.25584474205970764,0.08883560448884964,-0.6423361301422119,-0.669894814491272,-11.034193992614746,-0.005547975103345417,attitude+gyro,0.10000139474868774,16.50558090209961,2823.96826171875
000013,29.768000,29.704000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000013.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000013.npy,-34.789451599121094,36.132911682128906,-1.6489219665527344,0.00649200849456053,-0.06836228875316516,2.0501441955566406,-0.8795138001441956,-0.25981929898262024,-0.2019975185394287,-0.6448037028312683,-1.051422357559204,-10.273778915405273,0.03824894657799477,attitude+gyro,0.10000301152467728,14.213811874389648,2810.862548828125
000014,30.592000,30.560000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000014.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000014.npy,-40.39883041381836,40.74989700317383,-1.6385612487792969,-0.2436214180545196,-0.16790747785898666,1.9398348331451416,0.24404960870742798,0.0626288428902626,-0.13296692073345184,-0.568474292755127,-0.8693374991416931,-10.060078620910645,0.014583690327878714,attitude+gyro,0.1261972188949585,14.520063400268555,2815.236572265625
000015,31.024000,30.988000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000015.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000015.npy,-42.52004623413086,43.73453903198242,-1.6259536743164062,-0.11021429301900025,-0.12452029523721948,1.8872798681259155,-0.34723615646362305,0.1407545953989029,-0.08079783618450165,-0.5764966011047363,-0.735970139503479,-10.229803085327148,0.0011290458679199227,attitude+gyro,0.12032278627157211,15.11853313446045,2954.47900390625
000016,32.144000,32.112000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000016.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000016.npy,-45.66563415527344,52.75836944580078,-1.7198104858398438,-0.4134645857711037,-0.1528549763018875,1.8075419664382935,0.35425207018852234,-0.38170668482780457,-0.07652431726455688,-0.6126484274864197,-0.315748006105423,-10.06235122680664,0.0010554581828025951,attitude+gyro,1.6100645065307617,13.444782257080078,2866.902587890625
000017,33.232000,33.168000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000017.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000017.npy,-46.63407897949219,62.959651947021484,-1.8118438720703125,0.5749914379979421,-0.04502682292486371,1.9702372550964355,-0.23309727013111115,0.28613513708114624,0.13374896347522736,-0.7354753017425537,-0.31590285897254944,-10.255210876464844,-0.022204303059507567,attitude+gyro,0.12164855003356934,14.616191864013672,2806.804931640625
000018,33.564000,33.496000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000018.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000018.npy,-48.316741943359375,65.95185089111328,-1.7901840209960938,0.4844982017591398,0.021468649368522514,2.0610013008117676,-0.4463668167591095,0.6262459754943848,0.028112316504120827,-0.7463185787200928,-0.518062949180603,-11.034497261047363,-0.018864613992427212,attitude+gyro,0.10000137239694595,15.019948959350586,2805.884521484375
000019,34.420000,34.388000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/rgb/000019.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260517_003253/depth_m/000019.npy,-52.524871826171875,70.43972778320312,-1.66607666015625,-0.3843198698028659,0.4026610991937582,1.2352261543273926,-0.28741180896759033,0.03204884007573128,-2.201202392578125,0.29578739404678345,-0.7190170288085938,-11.817334175109863,0.018715565872194476,attitude+gyro,2.1501340866088867,12.00788402557373,2565.398193359375
