sample_id,rgb_timestamp_s,depth_timestamp_s,depth_age_s,rgb_path,depth_path,x,y,z,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,pan_comp_delta_rad,pan_comp_source,depth_min_m,depth_mean_m,depth_max_m
000001,123.124000,123.060000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000001.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000001.npy,-0.09809865057468414,1.2569286823272705,0.07040786743164062,0.016876986914070892,0.03501369181781198,-1.4034019708633423,-1.2087933100701775e-05,-0.0003617284237407148,-0.0005411041784100235,0.3364524841308594,-0.17752905189990997,-9.792120933532715,1.5065635999184843e-05,attitude+gyro,0.10833357274532318,14.533531188964844,181.8278350830078
000002,123.488000,123.424000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000002.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000002.npy,-0.09849096089601517,1.259400486946106,0.069915771484375,0.016579184364890632,0.03503559132928756,-1.4033763408660889,-0.0005979912239126861,0.00104498490691185,-0.0007130388403311372,0.34581616520881653,-0.1610005646944046,-9.786623001098633,-2.1030229450204788e-05,attitude+gyro,0.10833267122507095,14.534758567810059,181.82496643066406
000003,124.216000,124.148000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000003.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000003.npy,-0.09686508774757385,1.2638680934906006,0.06459426879882812,0.016248574149089805,0.035172166381508475,-1.403407096862793,-0.0009554494172334671,0.0001709023636067286,-0.00020632371888495982,0.3373999297618866,-0.17141102254390717,-9.788208961486816,1.3821077220188101e-05,attitude+gyro,0.10833268612623215,14.535737037658691,181.81829833984375
000004,124.612000,124.544000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000004.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000004.npy,-0.1037052795290947,1.2699599266052246,0.0688934326171875,0.0156744497045493,0.035361450596567985,-1.403442144393921,-0.00022657580848317593,3.1872808904154226e-05,-0.0003451285301707685,0.34937888383865356,-0.1743106096982956,-9.78965950012207,3.803219828806507e-05,attitude+gyro,0.10001276433467865,14.072774887084961,181.8289794921875
000005,125.800000,125.764000,0.036000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000005.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000005.npy,-0.10743134468793869,1.2571011781692505,0.09119415283203125,0.015618340693974286,0.03540939529371212,-1.4033172130584717,-0.0009045654442161322,-0.000568627379834652,-0.00015209005505312234,0.3437153100967407,-0.1676022708415985,-9.775689125061035,1.916334693669414e-06,attitude+gyro,0.10000607371330261,13.591578483581543,181.8153076171875
000006,127.480000,127.416000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000006.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000006.npy,-0.12130530923604965,1.2537732124328613,0.118011474609375,0.014838707350527688,0.035433934272596876,-1.3770548105239868,0.00016703471192158759,0.000737298745661974,0.22062131762504578,0.13006316125392914,-0.0804804340004921,-9.784907341003418,-0.0003169822946190954,attitude+gyro,0.10201924294233322,14.180824279785156,182.8507080078125
000007,127.744000,127.680000,0.064000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000007.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000007.npy,-0.13069404661655426,1.2847747802734375,0.10837936401367188,-0.030799892656599975,0.0642777272144444,-1.2333778142929077,-0.45280900597572327,0.39866289496421814,0.6686272621154785,-0.3970581591129303,-0.2880864143371582,-10.481330871582031,-0.03930505672863472,attitude+gyro,0.17090988159179688,15.16008186340332,191.86575317382812
000008,128.108000,128.076000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000008.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000008.npy,-0.3264751732349396,1.502744197845459,0.00469207763671875,-0.22953174128614412,0.32776871387945944,-1.2001612186431885,0.35647350549697876,0.5086756348609924,-0.4536358416080475,-0.4258314371109009,0.46456724405288696,-10.937663078308105,-0.0074886253356958605,attitude+gyro,0.1045810878276825,10.10820198059082,172.40936279296875
000009,128.604000,128.536000,0.068000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000009.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000009.npy,-1.2209198474884033,2.566823959350586,-0.228057861328125,-0.254548768156351,0.20907027568939993,-1.8881958723068237,-0.06039980426430702,-0.31257906556129456,-2.173624038696289,-0.5204678773880005,0.3228718042373657,-10.738697052001953,0.017951557731618467,attitude+gyro,0.6663356423377991,7.1436333656311035,2065.07958984375
000010,129.000000,128.968000,0.032000,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/rgb/000010.png,/home/prograf4080/TCC_Drone/datasets/depth_ground_truth/run_20260518_003109/depth_m/000010.npy,-2.161566972732544,4.024569511413574,-0.4887962341308594,-0.2599282670721825,-0.18440731470338984,-2.8605523109436035,0.08192333579063416,-0.1028660237789154,-3.0531439781188965,-0.6332229375839233,-0.10525337606668472,-11.294365882873535,0.20943951023931956,attitude+gyro,0.10000192373991013,13.13366985321045,2632.749755859375
